name,country,region,latitude,longitude,timezone,saved,id
name,country,region,latitude,longitude,timezone,saved,id
name,country,region,latitude,longitude,timezone,saved,id
name,country,region,latitude,longitude,timezone,saved,id
name,country,region,latitude,longitude,timezone,saved,id
name,country,region,latitude,longitude,timezone,saved,id
Exuma,,,23.9685,-76.17990486867475,America/Nassau,false
Siatu,Indonesia,Central Sulawesi,-0.4628121,121.8968067,Asia/Makassar,true,1762
,France,Guadeloupe,16.2528827,-61.5686855,America/Guadeloupe,false
Zwickau,Germany,Saxony,50.7185043,12.4939267,Europe/Berlin,true,1763
Wolphaartsdijk,Netherlands,Zeeland,51.5310535,3.8217163,Europe/Amsterdam,true,1764
,Mexico,Quintana Roo,19.6666671,-88.5000001,America/Cancun,false
,South Africa,KwaZulu-Natal,-28.503833,30.8875009,Africa/Johannesburg,false
السميرات,Saudi Arabia,Jazan Province,17.5315216,42.2449206,Asia/Riyadh,true,1765
Baan Wang Ta Kien,Thailand,Surat Thani Province,9.7876605,99.9805087,Asia/Bangkok,true,1766
Pyeonghae-eup,South Korea,Uljin-gun,36.72702,129.44059,Asia/Seoul,true,1767
San Lorenzo Dorsino,Italy,Trentino-Alto Adige/Südtirol,46.076602,10.908474,Europe/Rome,true,1768
Cayo Largo,Cuba,Isle of Youth,21.6246924,-81.5640291,America/Havana,true,1769
Albufeira e Olhos de Água,Portugal,Faro,37.095165949999995,-8.22617471804401,Europe/Lisbon,true,1770
New Braunfels,United States,Texas,29.7028266,-98.1257348,America/Chicago,true,1771
,United States,Utah,39.4225192,-111.714358,America/Denver,false
Oskar-Fredriksborg,Sweden,Stockholm County,59.3949482,18.4337153,Europe/Stockholm,true,1772
Playa San Martín,Mexico,Quintana Roo,20.3661111,-86.8872222,America/Cancun,true,1773
Jupiter,United States,Florida,26.9342246,-80.0942087,America/New_York,true,1774
s'Algar,Spain,Balearic Islands,39.8352676,4.2999465,Europe/Madrid,true,1775
Gwangmyeong,South Korea,14215,37.4810539,126.8631275,Asia/Seoul,true,1776
Onna,Japan,Kunigami,26.493888,127.865372,Asia/Tokyo,true,1777
Għajnsielem,Malta,Gozo Region,36.0288642,14.2871759,Europe/Malta,true,1778
Amwaj Islands,Bahrain,Muharraq Governorate,26.2947431,50.666445,Asia/Bahrain,true,1779
Montreux,Switzerland,Vaud,46.4310831,6.9129921,Europe/Zurich,true,1780
Praia da Vitória (Santa Cruz),Portugal,Azores,38.7277934,-27.085069030282323,Atlantic/Azores,true,1781
Antibes,France,Provence-Alpes-Côte d'Azur,43.5812868,7.1262071,Europe/Paris,true,1782
Haad Lodung,Thailand,Trang Province,7.3793533,99.3033749,Asia/Bangkok,true,1783
Cordova,Philippines,Cebu,10.2526205,123.9495975,Asia/Manila,true,1784
Pacific Grove,United States,California,36.6211149,-121.917794,America/Los_Angeles,true,1785
Los Llanos de Aridane,Spain,Canary Islands,28.6592222,-17.9151945,Atlantic/Canary,true,1786
,Malaysia,Pahang,3.6168822,102.5994547,Asia/Kuala_Lumpur,false
Sipalay,Philippines,Negros Occidental,9.7491266,122.4040602,Asia/Manila,true,1787
,Argentina,Chubut Province,-43.7128356,-68.7461817,America/Argentina/Catamarca,false
Chatan,Japan,Nakagami,26.312545,127.768221,Asia/Tokyo,true,1788
Marmaris,Turkey,Aegean Region,36.8522547,28.2742661,Europe/Istanbul,true,1789
Govind Nagar,India,Andaman and Nicobar Islands,7.0131474,93.9079991,Asia/Kolkata,true,1790
,Belize,Stann Creek District,16.833333,-88.5,America/Belize,false
Marathon,United States,Florida,24.7137524,-81.0903512,America/New_York,true,1791
Lajes,Portugal,Azores,38.7669312,-27.1031772,Atlantic/Azores,true,1792
,United States,North Carolina,35.6729639,-79.0392919,America/New_York,false
,India,Kerala,10.3528744,76.5120396,Asia/Kolkata,false
Ternate,Indonesia,North Maluku,0.7852338,127.3831752,Asia/Jayapura,true,1793
Mineral Wells,United States,Texas,32.8084605,-98.1128223,America/Chicago,true,1794
Arun,United Kingdom,England,50.8312375,-0.5667058666407475,Europe/London,true,1795
Kapolei,United States,Hawaii,21.3340079,-158.077849,Pacific/Honolulu,true,1796
,Maldives,Felidhu Atoll,3.6152492,73.5869986394483,Indian/Maldives,false
Palamós,Spain,Girona,41.8495354,3.1278785,Europe/Madrid,true,1797
Culion,Philippines,Palawan,11.8905322,120.0220973,Asia/Manila,true,1798
,Indonesia,North Sulawesi,0.6555692,124.090151,Asia/Makassar,false
Jamestown,United States,California,37.9588565,-120.40443116813324,America/Los_Angeles,true,1799
Rum Cay,,,23.8263065,-74.93268294731843,America/Nassau,false
Sukumo,Japan,788-0013,32.9325716,132.7134838,Asia/Tokyo,true,1800
New Taipei,Taiwan,22041,25.011997,121.4656619,Asia/Taipei,true,1801
Angra do Heroísmo,Portugal,Azores,38.72058975,-27.279873082662824,Atlantic/Azores,true,1802
Santa Marinella,Italy,Lazio,42.0354641,11.867938,Europe/Rome,true,1803
Blue Rock Point,Honduras,Bay Islands,16.4353037,-85.9379286,America/Tegucigalpa,true,1804
Rorschacherberg,Switzerland,St. Gallen,47.4687555,9.4945663,Europe/Zurich,true,1805
Yugawara,Japan,Ashigarashimo County,35.1667838,139.1207299,Asia/Tokyo,true,1806
,Taiwan,Nantou County,23.90235,120.6909167,Asia/Taipei,false
Pos Chikito,,,12.4643623,-69.961098,America/Aruba,false
South Portland,United States,Maine,43.6414716,-70.2408811,America/New_York,true,1807
West Bay,Cayman Islands,KY1-1401,19.3711967,-81.3917029,America/Cayman,true,1808
,United States,Arizona,34.395342,-111.763275,America/Phoenix,false
Salzgitter,Germany,Lower Saxony,52.1503721,10.3593147,Europe/Berlin,true,1809
Wailea,United States,Hawaii,20.6871749,-156.4390415,Pacific/Honolulu,true,1810
,Thailand,Satun Province,7.0366682,99.9615397,Asia/Bangkok,false
Alcúdia,Spain,Balearic Islands,39.8532473,3.1212505,Europe/Madrid,true,1811
Keelung,Taiwan,202201,25.1317232,121.744652,Asia/Taipei,true,1812
Neptune Beach,United States,Washington,48.8159419,-122.7076794,America/Los_Angeles,true,1813
Lopar,Croatia,Primorje-Gorski Kotar County,44.8299167,14.7312832,Europe/Zagreb,true,1814
Laguna Beach,United States,California,33.5426975,-117.785366,America/Los_Angeles,true,1815
Oliveto Lario,Italy,Lombardy,45.92924725,9.285912005058876,Europe/Rome,true,1816
Five Mile Bay,New Zealand,Waikato,-38.7550663,176.0729056,Pacific/Auckland,true,1817
Lihunu,Indonesia,North Sulawesi,1.774891,125.1560829,Asia/Makassar,true,1818
Sado,Japan,Chubu Region,38.0182578,138.3683995,Asia/Tokyo,true,1819
Porto Martins,Portugal,Azores,38.681636,-27.0612244,Atlantic/Azores,true,1820
Pindasan,Philippines,Davao de Oro,7.2841727,125.8573059,Asia/Manila,true,1821
Eydhafushi,Maldives,South Maalhosmadulu,5.10263945,73.07018031022065,Indian/Maldives,true,1822
Aer Banua,Indonesia,North Sulawesi,1.8531894,125.0778117,Asia/Makassar,true,1823
Saint Pete Beach,United States,Florida,27.7253065,-82.741212,America/New_York,true,1824
La Maddalena,Italy,Sardinia,41.2127826,9.4066598,Europe/Rome,true,1825
جزیره کیش,Iran,Hormozgan Province,26.53608825,53.968771038322075,Asia/Tehran,true,1826
Clearwater,United States,Florida,27.9658533,-82.8001026,America/New_York,true,1827
Île-aux-Moines,France,Brittany,47.5968368,-2.8458503,Europe/Paris,true,1828
Kerners,France,Brittany,47.5547418,-2.8804691,Europe/Paris,true,1829
Kornati,Croatia,Šibenik-Knin County,43.805438,15.322074515121667,Europe/Zagreb,true,1830
,Cuba,Ciego de Avila,21.747668599999997,-78.72955802004637,America/Havana,false
Bologna,Italy,Emilia-Romagna,44.4938203,11.3426327,Europe/Rome,true,1831
Ängelholms kommun,Sweden,Skåne County,56.2429224,12.8619375,Europe/Stockholm,true,1832
Yanbu`,Saudi Arabia,Medina Province,24.25261595,38.25366153451775,Asia/Riyadh,true,1833
Pasir Putih,Indonesia,East Nusa Tenggara,-8.5246048,119.7892607,Asia/Makassar,true,1834
Veracruz,Mexico,Veracruz,19.2003429,-96.1383572,America/Mexico_City,true,1835
Salvador,Brazil,Bahia,-12.9822499,-38.4812772,America/Bahia,true,1836
Arroyo de Liza,Mexico,Veracruz,18.6949928,-95.1806492,America/Mexico_City,true,1837
Twin Falls,United States,Idaho,42.5704456,-114.4602554,America/Boise,true,1838
Culebra,United States,Puerto Rico,18.3030519,-65.3000989,America/Puerto_Rico,true,1839
Landsort,Sweden,Stockholm County,58.7443252,17.8660811,Europe/Stockholm,true,1840
Sosúa,Dominican Republic,Puerto Plata,19.666496700000003,-70.49121284172719,America/Santo_Domingo,true,1841
Popo,Indonesia,North Sulawesi,1.403229,124.63555,Asia/Makassar,true,1842
Hengchun,Taiwan,Pingtung County,22.0026559,120.7446924,Asia/Taipei,true,1843
Câmara de Lobos,Portugal,Madeira,32.6483323,-16.9763096,Atlantic/Madeira,true,1844
Avalon,United States,California,33.34221,-118.3272612,America/Los_Angeles,true,1845
Miri,Malaysia,Sarawak,4.392739,113.9880255,Asia/Kuching,true,1846
Ellesmere Port,United Kingdom,England,53.2789347,-2.9022507,Europe/London,true,1847
Abraão,Brazil,Rio de Janeiro,-23.1403,-44.1692,America/Sao_Paulo,true,1848
,Portugal,Castelo Branco,39.97675825,-7.446059929966704,Europe/Lisbon,false
Pasir Putih Village,Indonesia,East Nusa Tenggara,-8.3917321,119.8557239,Asia/Makassar,true,1849
Ugento,Italy,Apulia,39.926319,18.157428,Europe/Rome,true,1850
Carnelian Bay,United States,California,39.2270008,-120.0812364,America/Los_Angeles,true,1851
Waterman Point,United States,Washington,47.5826144,-122.5688232,America/Los_Angeles,true,1852
Mašovice,Czechia,Jihomoravský kraj,48.857214,15.9732187,Europe/Prague,true,1853
,,,24.7736546,-78.0000547,America/Nassau,false
Tobacco Caye,Belize,Stann Creek District,16.8981206,-88.0616861,America/Belize,true,1854
,Ukraine,Zhytomyr Oblast,50.9080532,28.3867504,Europe/Kyiv,false
Hội An,Vietnam,Quảng Nam Province,15.8798137,108.3273939,Asia/Ho_Chi_Minh,true,1855
Domaine Public Maritime,France,Brittany,47.589465700000005,-2.706868547515553,Europe/Paris,true,1856
Saint-Gildas-de-Rhuys,France,Brittany,47.5004209,-2.8403204,Europe/Paris,true,1857
Baden,France,Brittany,47.6199988,-2.9184744,Europe/Paris,true,1858
Māhina,France,French Polynesia,-17.5058578,-149.4873979,Pacific/Tahiti,true,1859
,Germany,Schleswig-Holstein,54.1853998,9.8220089,Europe/Berlin,false
Riedering,Germany,Bavaria,47.8394639,12.2069217,Europe/Berlin,true,1860
Oostvoorne,Netherlands,South Holland,51.914271,4.1038932,Europe/Amsterdam,true,1861
Arraial do Cabo,Brazil,Rio de Janeiro,-22.9662839,-42.024427,America/Sao_Paulo,true,1862
Sunny Isles Beach,United States,Florida,25.939003,-80.12553387219643,America/New_York,true,1863
,Colombia,Meta,3.5000086,-73.0000086,America/Bogota,false
Canyon Lake,United States,California,33.6836539,-117.262615,America/Los_Angeles,true,1864
Breña Baja,Spain,Canary Islands,28.630490299999998,-17.790381063308747,Atlantic/Canary,true,1865
Słowiki,Poland,Greater Poland Voivodeship,52.431273,18.0617102,Europe/Warsaw,true,1866
Fehmarn,Germany,Schleswig-Holstein,54.4687375,11.134084837911693,Europe/Berlin,true,1867
Acapulco,Mexico,Guerrero,16.8680495,-99.8940182,America/Mexico_City,true,1868
Labuan Bajo,Indonesia,East Nusa Tenggara,-8.4944201,119.8855688,Asia/Makassar,true,1869
Vasco da Gama,India,Goa,15.398403,73.8129178,Asia/Kolkata,true,1870
Portbou,Spain,Catalonia,42.4274333,3.1588785,Europe/Paris,true,1871
Jastarnia,Poland,Pomeranian Voivodeship,54.702764,18.6712892,Europe/Warsaw,true,1872
Buccaneer,Bahamas,Bimini,25.7160528,-79.2979085,America/Nassau,true,1873
,Indonesia,Bali,-8.3304977,115.0906401,Asia/Makassar,false
Altmünster,Austria,Bezirk Gmunden,47.9016069,13.7652213,Europe/Vienna,true,1874
Yembekwan,Indonesia,Southwest Papua,-0.617176,130.5694681,Asia/Jayapura,true,1875
Ponta do Sol,Portugal,Madeira,32.681067,-17.104073,Atlantic/Madeira,true,1876
Arzon,France,Brittany,47.5478899,-2.8916167,Europe/Paris,true,1877
Trearddur,United Kingdom,Wales,53.2795531,-4.6152195,Europe/London,true,1878
Bacong,Philippines,Negros Oriental,9.2452115,123.2951117,Asia/Manila,true,1879
Bruinisse,Netherlands,Zeeland,51.6601211,4.0937229,Europe/Amsterdam,true,1880
Samal,Philippines,Davao del Norte,7.0780265,125.7120437,Asia/Manila,true,1881
Cerbère,France,Occitania,42.4412951,3.1646952,Europe/Paris,true,1882
Flowood,United States,Mississippi,32.3092861,-90.1386811,America/Chicago,true,1883
Ferlach,Austria,Carinthia,46.5265324,14.3006203,Europe/Vienna,true,1884
Skyros,Greece,Thessaly and Central Greece,38.87304355,24.524477385184014,Europe/Athens,true,1885
Oosterland,Netherlands,Zeeland,51.6503967,4.0334592,Europe/Amsterdam,true,1886
,Maldives,North Thiladhunmathi,7.06072965,72.98966277933317,Indian/Maldives,false
,Brazil,Pernambuco,-8.4116316,-37.5919699,America/Recife,false
,Mexico,Oaxaca,17.0,-96.5,America/Mexico_City,false
Kats,Netherlands,Zeeland,51.5675769,3.8856727,Europe/Amsterdam,true,1887
Zutphen,Netherlands,Gelderland,52.1396933,6.194772,Europe/Amsterdam,true,1888
Zierikzee,Netherlands,Zeeland,51.6497688,3.9208365,Europe/Amsterdam,true,1889
Busuanga,Philippines,Palawan,12.1318372,119.9370716,Asia/Manila,true,1890
Tuble,Philippines,Cebu,9.9603984,123.3809854,Asia/Manila,true,1891
Punta Cana,Dominican Republic,La Altagracia,18.556551,-68.3691611,America/Santo_Domingo,true,1892
Kerkwerve,Netherlands,Zeeland,51.6863988,3.8994996,Europe/Amsterdam,true,1893
,United States,Nevada,39.5158825,-116.853722,America/Los_Angeles,false
Sankt Gilgen,Austria,Salzburg,47.7670412,13.3642943,Europe/Vienna,true,1894
Burgh-Haamstede,Netherlands,Zeeland,51.6908211,3.7326374,Europe/Amsterdam,true,1895
Yerseke,Netherlands,Zeeland,51.4935582,4.0452502,Europe/Amsterdam,true,1896
Arnemuiden,Netherlands,Zeeland,51.5000009,3.6762457,Europe/Amsterdam,true,1897
Wissenkerke,Netherlands,Zeeland,51.585685,3.746796,Europe/Amsterdam,true,1898
Cartagena,Spain,Campo de Cartagena y Mar Menor,37.6019353,-0.9841152,Europe/Madrid,true,1899
Colijnsplaat,Netherlands,Zeeland,51.5999062,3.8473503,Europe/Amsterdam,true,1900
Scherpenisse,Netherlands,Zeeland,51.5465661,4.1066192,Europe/Amsterdam,true,1901
,France,Centre-Val de Loire,47.5490251,1.7324062,Europe/Paris,false
Koudekerke,Netherlands,Zeeland,51.4821967,3.5542879,Europe/Amsterdam,true,1902
Zoutelande,Netherlands,Zeeland,51.5018348,3.4872245,Europe/Amsterdam,true,1903
Dhidhdhoo,Maldives,North Thiladhunmathi,6.889046,73.1133538,Indian/Maldives,true,1904
Vallelaghi,Italy,Trentino-Alto Adige/Südtirol,46.099826750000005,11.016184907530837,Europe/Rome,true,1905
Zanddijk,Netherlands,Zeeland,51.2665308,3.4130438,Europe/Brussels,true,1906
Portofino,Italy,Liguria,44.3036653,9.2093446,Europe/Rome,true,1907
Svaneke,Denmark,Capital Region of Denmark,55.136227,15.1411115,Europe/Copenhagen,true,1908
Zapotitlán,Mexico,Veracruz,19.828611,-97.1525,America/Mexico_City,true,1909
,United States,Oregon,43.9792797,-120.737257,America/Los_Angeles,false
Pietrosella,France,Corsica,41.8353888,8.8459949,Europe/Paris,true,1910
Cormano,Italy,Lombardy,45.54451325,9.167620729961163,Europe/Rome,true,1911
Shirinu City,Iran,Bushehr Province,27.6257436,52.4757382,Asia/Tehran,true,1912
Hel,Poland,Pomeranian Voivodeship,54.6237094,18.727500890382142,Europe/Warsaw,true,1913
Kingston,Canada,Ontario,44.3054151,-76.4283781,America/Toronto,true,1914
Serooskerke,Netherlands,Zeeland,51.5498773,3.5959454,Europe/Amsterdam,true,1915
Gagliano del Capo,Italy,Apulia,39.844218,18.369534,Europe/Rome,true,1916
Rexton,Canada,New Brunswick,46.641481,-64.8645487,America/Moncton,true,1917
,Indonesia,Central Sulawesi,-1.6937786,120.8088555,Asia/Makassar,false
Florence,United States,Oregon,43.9800086,-124.1013089,America/Los_Angeles,true,1918
Rough Canyon Colonia,United States,Texas,29.578277,-100.9734323,America/Chicago,true,1919
Cassone,Italy,Veneto,45.7342645,10.7893757,Europe/Rome,true,1920
Le Grazie,Italy,Liguria,44.0640823,9.837955,Europe/Rome,true,1921
San Salvador,,,24.032,-74.49001670000001,America/Nassau,false
,Maldives,South Thiladhunmathi,6.4499010000000006,72.62648989040409,Indian/Maldives,false
Isle of Pines,France,New Caledonia,-22.60509145,167.46858266389722,Pacific/Noumea,true,1922
Vrouwenpolder,Netherlands,Zeeland,51.576602,3.6165776,Europe/Amsterdam,true,1923
Flushing,Netherlands,Zeeland,51.49433865,3.415005767601362,Europe/Amsterdam,true,1924
Kahaluu-Keauhou CDP,United States,Hawaii,19.5703415,-155.9616105,Pacific/Honolulu,true,1925
El Nido,Philippines,Palawan,11.1800395,119.390496,Asia/Manila,true,1926
Mundo Palancar,Mexico,Quintana Roo,20.3636111,-87.0238889,America/Cancun,true,1927
Kamperland,Netherlands,Zeeland,51.5680028,3.7017099,Europe/Amsterdam,true,1928
,Egypt,Shibh Jazirat Sina',29.42868835,33.778194181531624,Africa/Cairo,false
Wijchen,Netherlands,Gelderland,51.82025285,5.696090348571646,Europe/Amsterdam,true,1929
Silifke,Turkey,Mediterranean Region,36.3778166,33.9260372,Europe/Istanbul,true,1930
Neum,Bosnia and Herzegovina,Federation of Bosnia and Herzegovina,42.9258614,17.6157205,Europe/Zagreb,true,1931
Cubelles,Spain,Catalonia,41.2083363,1.6730541,Europe/Madrid,true,1932
,Indonesia,Moluccas,-3.118837,129.4207759,Asia/Jayapura,false
Faʻaʻā,France,French Polynesia,-17.5526692,-149.6000111,Pacific/Tahiti,true,1933
Bangor,United Kingdom,Wales,53.2277163,-4.1268822,Europe/London,true,1934
Silver City,United States,New Mexico,32.7711825,-108.2764164,America/Denver,true,1935
Waxahachie,United States,Texas,32.3944908,-96.8439365,America/Chicago,true,1936
Cunit,Spain,Catalonia,41.197596,1.6344596,Europe/Madrid,true,1937
Philipsburg,Sint Maarten,Philipsburg,18.0250713,-63.0483073,America/Marigot,true,1938
Wacissa,United States,Florida,30.3585417,-83.9870742,America/New_York,true,1939
Glacis,,,-4.583654,55.4345526,Indian/Mahe,false
Walchwil,Switzerland,Zug,47.1005277,8.5147778,Europe/Zurich,true,1940
Cauayan,Philippines,Negros Occidental,9.972222,122.624444,Asia/Manila,true,1941
Checker Hall,Barbados,Saint Lucy,13.2817114,-59.6462839,America/Barbados,true,1942
Linaria,Greece,Thessaly and Central Greece,38.842217,24.5378863,Europe/Athens,true,1943
Murten,Switzerland,Fribourg,46.9288643,7.1163909,Europe/Zurich,true,1944
Batudua,Indonesia,Moluccas,-3.52521,128.351993,Asia/Jayapura,true,1945
,Mexico,Yucatán,20.6845957,-88.8755669,America/Merida,false
Meppen,Germany,Lower Saxony,52.6947452,7.2909824,Europe/Amsterdam,true,1946
Alphen aan den Rijn,Netherlands,South Holland,52.1131403,4.6408411999450685,Europe/Amsterdam,true,1947
Hampton Bays,United States,New York,40.8689892,-72.5175893,America/New_York,true,1948
Brgulje,Croatia,Zadar County,44.2258255,14.8513392,Europe/Zagreb,true,1949
Qrendi,Malta,Southern Region,35.8343586,14.4578698,Europe/Malta,true,1950
Retreat,Barbados,Saint Peter,13.2657643,-59.6344888,America/Barbados,true,1951
Kattendijke,Netherlands,Zeeland,51.5236573,3.9441928,Europe/Amsterdam,true,1952
Għarb,Malta,Gozo Region,36.0598182,14.209081,Europe/Malta,true,1953
Banyuls-sur-Mer,France,Occitania,42.4794084,3.1275893,Europe/Paris,true,1954
Holetown,Barbados,Saint James,13.1856145,-59.637289,America/Barbados,true,1955
Kranenburg,Netherlands,Gelderland,52.1016339,6.3572792,Europe/Amsterdam,true,1956
Berry Islands,,,25.5905,-77.72610063734791,America/Nassau,false
Sarasota,United States,Florida,27.3365805,-82.5308545,America/New_York,true,1957
Jemeluk,Indonesia,Bali,-8.3388144,115.6599779,Asia/Makassar,true,1958
Del Monte Forest,United States,California,36.5863492,-121.947455,America/Los_Angeles,true,1959
Vilanova i la Geltrú,Spain,Catalonia,41.2241992,1.7256327,Europe/Madrid,true,1960
Weißenbach am Attersee,Austria,Bezirk Vöcklabruck,47.7998147,13.5361361,Europe/Vienna,true,1961
Protaras,Cyprus,Cyprus,35.0149462,34.0531284,Asia/Nicosia,true,1962
Basel,Switzerland,Basel-City,47.5581077,7.5878261,Europe/Zurich,true,1963
Patong,Thailand,Phuket Province,7.8994173,98.30864523517414,Asia/Bangkok,true,1964
Tiefgraben,Austria,Bezirk Vöcklabruck,47.878189750000004,13.330396925232218,Europe/Vienna,true,1965
Beau Vallon,Seychelles,Beau Vallon,-4.6135556,55.4288241,Indian/Mahe,true,1966
Pacific City,United States,Oregon,45.2020606,-123.9635149,America/Los_Angeles,true,1967
,Barbados,Saint George,13.138402249999999,-59.5443721378594,America/Barbados,false
Chassahowitzka,United States,Florida,28.7130421,-82.5742656,America/New_York,true,1968
Kapalua,United States,Hawaii,21.0008534,-156.663155,Pacific/Honolulu,true,1969
U Pàize/Carloforte,Italy,Sardinia,39.1426981,8.3026639,Europe/Rome,true,1970
Pefkos,Greece,Thessaly and Central Greece,38.8555057,24.5119494,Europe/Athens,true,1971
Daytona Beach,United States,Florida,29.2108147,-81.0228331,America/New_York,true,1972
,Slovakia,Region of Banská Bystrica,48.7411522,19.4528646,Europe/Bratislava,false
Greenidge,Barbados,Saint Lucy,13.3200717,-59.6248035,America/Barbados,true,1973
,United States,United States Virgin Islands,17.789187,-64.7080574,America/St_Thomas,false
Sirjansland,Netherlands,Zeeland,51.6762748,4.0319232,Europe/Amsterdam,true,1974
Capo Testa,Italy,Sardinia,41.2437272,9.1442188,Europe/Paris,true,1975
Vista do Mar,,,-4.5757792,55.4348924,Indian/Mahe,false
Delray Beach,United States,Florida,26.4614625,-80.0728201,America/New_York,true,1976
Eden,Australia,New South Wales,-37.0640494,149.9035118,Australia/Sydney,true,1977
l'Ametlla de Mar,Spain,Catalonia,40.8838957,0.8024645,Europe/Madrid,true,1978
Tampa,United States,Florida,27.9477595,-82.458444,America/New_York,true,1979
Ellington,United States,Connecticut,41.9039863,-72.4698071,America/New_York,true,1980
Thetford Mines,Canada,Quebec,46.091329,-71.30127,America/Toronto,true,1981
Veli Rat,Croatia,Zadar County,44.1418034,14.8519492,Europe/Zagreb,true,1982
Därligen,Switzerland,Bern,46.6606497,7.8094165,Europe/Zurich,true,1983
Karaburun,Turkey,Aegean Region,38.6354423,26.5098027,Europe/Istanbul,true,1984
André,Dominican Republic,Santo Domingo,18.4453527,-69.6388109,America/Santo_Domingo,true,1985
Ensuès-la-Redonne,France,Provence-Alpes-Côte d'Azur,43.3557165,5.2036311,Europe/Paris,true,1986
Oviedo,United States,Florida,28.6702526,-81.2084941,America/New_York,true,1987
دهستان میان طالقان,Iran,Alborz Province,36.1534966,50.72166461366014,Asia/Tehran,true,1988
دهستان ویرمونی,Iran,Gilan Province,38.39907615,48.94335238924464,Asia/Tehran,true,1989
Le Prêcheur,France,Martinique,14.8017052,-61.2243435,America/Martinique,true,1990
Agios Theodoros Larn,Cyprus,Cyprus,34.782484249999996,33.41929765765125,Asia/Nicosia,true,1991
,Maldives,Addu Atoll,-0.64149345,73.16299780292195,Indian/Maldives,false
Noli,Italy,Liguria,44.2058832,8.416419,Europe/Rome,true,1992
,Kuwait,Jahra,29.2733964,47.4979476,Asia/Kuwait,false
Gloucester,United States,Massachusetts,42.6159286,-70.6619888,America/New_York,true,1993
City of Auburn,United States,New York,42.9320202,-76.5672029,America/New_York,true,1994
Coronado,United States,California,32.6915199,-117.1766947,America/Los_Angeles,true,1995
La Marmorata,Italy,Sardinia,41.2482379,9.2333908,Europe/Paris,true,1996
Ardabil,Iran,Ardabil Province,38.2515581,48.2972269,Asia/Tehran,true,1997
,Italy,Umbria,42.965916,12.490236,Europe/Rome,false
,Maldives,South Maalhosmadulu,4.8806627,72.8532557993765,Indian/Maldives,false
Cabacongan,Philippines,Bohol,9.8709775,123.7653003,Asia/Manila,true,1998
Markkleeberg,Germany,Saxony,51.2785751,12.3718819,Europe/Berlin,true,1999
Mare Anglaise,Seychelles,Beau Vallon,-4.6066837,55.4334831,Indian/Mahe,true,2000
Tokashiki,Japan,Shimajiri,26.19381,127.357257,Asia/Tokyo,true,2001
Reifnitz,Austria,Carinthia,46.6064884,14.182701,Europe/Vienna,true,2002
Miyakojima,Japan,906-0000,24.8054647,125.2811296,Asia/Tokyo,true,2003
Charleston,United States,South Carolina,32.7884363,-79.9399309,America/New_York,true,2004
Town of Lake George,United States,New York,43.425996,-73.712425,America/New_York,true,2005
Villeneuve-lès-Maguelone,France,Occitania,43.5328117,3.8627227,Europe/Paris,true,2006
,Poland,Łódzkie Voivodship,51.4721678,19.3460637,Europe/Warsaw,false
Unorganized North Algoma,Canada,Ontario,47.98565275,-84.33910573306366,America/Toronto,true,2007
Sailfish Point,United States,Florida,27.17668,-80.1601129,America/New_York,true,2008
,Ukraine,Cherkasy Oblast,49.1460165,31.2271744,Europe/Kyiv,false
Zug,Switzerland,Zug,47.1679898,8.5173652,Europe/Zurich,true,2009
Lungòni/Santa Teresa Gallura,Italy,Sardinia,41.241377,9.188518,Europe/Paris,true,2010
Floridana Beach,United States,Florida,27.9462734,-80.4970188,America/New_York,true,2011
Kyiv,Ukraine,01001,50.4500336,30.5241361,Europe/Kyiv,true,2012
Bridge Bay,United States,Wyoming,44.5388647,-110.4351676,America/Denver,true,2013
Malé,Maldives,Malé Atoll,4.437813800000001,73.53966432958072,Indian/Maldives,true,2014
,Bosnia and Herzegovina,Federation of Bosnia and Herzegovina,44.3053476,17.5961467,Europe/Sarajevo,false
Hilvarenbeek,Netherlands,North Brabant,51.48698395,5.146972817481462,Europe/Amsterdam,true,2015
,United States,Oklahoma,34.9550817,-97.2684063,America/Chicago,false
Tamuning Municipality,United States,Guam,13.4966854,144.7772156,Pacific/Guam,true,2016
The Money Bar Beach Club,Mexico,Quintana Roo,20.4583333,-86.9861111,America/Cancun,true,2017
Kangasala,Finland,Mainland Finland,61.4649006,24.0659379,Europe/Helsinki,true,2018
Sai Kung District,China,Hong Kong,22.3070096,114.37134533899689,Asia/Hong_Kong,true,2019
Kushimoto,Japan,Higashimuro County,33.4764838,135.7786103,Asia/Tokyo,true,2020
Hulhumeedhoo,Maldives,Addu Atoll,-0.5937439,73.2243243624101,Indian/Maldives,true,2021
English Harbour,Antigua and Barbuda,Antigua,17.0118205,-61.7684385,America/Antigua,true,2022
Saint-Alphonse-Rodriguez,Canada,Quebec,46.18506,-73.692169,America/Toronto,true,2023
Porto Quadro,Italy,Sardinia,41.2457253,9.2080672,Europe/Paris,true,2024
,Netherlands,Gelderland,52.1014041,5.9515701,Europe/Amsterdam,false
Grafenrheinfeld,Germany,Bavaria,50.0055317,10.1966808,Europe/Berlin,true,2025
دهستان فولادلوی جنوبی,Iran,Ardabil Province,37.99083655,48.47632729871167,Asia/Tehran,true,2026
دهستان رضاقلی قشلاق,Iran,Ardabil Province,38.0554403,48.109349366291525,Asia/Tehran,true,2027
دهستان شرقی,Iran,Ardabil Province,38.2093254,48.39384252807944,Asia/Tehran,true,2028
