ID,city,region,country,country_code,latitude,longitude
759,Wezembeek-Oppem,Flemish Brabant,Belgium,be,50.8440554,4.4871796
760,Grad Šibenik,,Croatia,hr,43.7343845,15.8941361
761,San Salvador,Departamento de San Salvador,El Salvador,sv,13.6989939,-89.1914249
762,Nikao,Rarotonga,Cook Islands,ck,-21.208375,-159.8120515
763,Mangawhai,Northland,New Zealand,nz,-36.1131673,174.59777023212607
764,Motril,Andalusia,Spain,es,36.7450888,-3.5207655
765,Gothenburg,,Sweden,se,57.7072326,11.9670171
766,Tarifa,Andalusia,Spain,es,36.0129082,-5.6050213
767,Sant Andreu de Llavaneres,Catalonia,Spain,es,41.5739524,2.4828158
768,Sóller,Balearic Islands,Spain,es,39.7663047,2.7150538
769,Lisbon,,Portugal,pt,38.7077507,-9.1365919
770,Armação de Pêra,,Portugal,pt,37.1036672,-8.363255
771,Peniche,,Portugal,pt,39.3566221,-9.3812853
772,Albufeira,,Portugal,pt,37.088241,-8.2526339
773,Ponta Delgada,,Portugal,pt,37.74757445,-25.672678266146384
774,Vila Nova de Gaia,,Portugal,pt,41.1300103,-8.6058415
775,São Roque do Pico,,Portugal,pt,38.5134299,-28.3201553
776,Viana do Castelo,,Portugal,pt,41.8803257,-8.523255293554344
777,"Oeiras e São Julião da Barra, Paço de Arcos e Caxias",,Portugal,pt,38.69325455,-9.314443310006252
778,Funchal,,Portugal,pt,32.6496497,-16.9086783
779,Cascais,,Portugal,pt,38.6968919,-9.4204495
780,Almada,,Portugal,pt,38.6831302,-9.1576301
781,Carnaxide e Queijas,,Portugal,pt,38.726139849999996,-9.24421762988666
782,Praia da Vitória,,Portugal,pt,38.739237599999996,-27.156264396780458
783,Matosinhos,,Portugal,pt,41.1806814,-8.6821998
784,Sagres,,Portugal,pt,37.0078288,-8.941924
785,Santa Cruz,,Portugal,pt,32.6874768,-16.7912062
786,Portimão,,Portugal,pt,37.1375808,-8.5368426
787,Sesimbra,,Portugal,pt,38.4436932,-9.0996273
788,Porto,,Portugal,pt,41.1494512,-8.6107884
789,Ribeira Grande,,Portugal,pt,37.8225227,-25.5194914
790,Quarteira,,Portugal,pt,37.0712719,-8.1022591
791,Nazaré,,Portugal,pt,39.6029108,-9.0701572
792,Machico,,Portugal,pt,32.722875,-16.7659069
793,Angra (São Pedro),,Portugal,pt,38.66205585,-27.241963696252256
794,Caniço,,Portugal,pt,32.65238,-16.8409696
795,Vila Baleira,,Portugal,pt,33.0593059,-16.3336622
796,Tavira,,Portugal,pt,37.1262493,-7.6499121
797,Lajes do Pico,,Portugal,pt,38.3944509,-28.2522218
798,Vila do Porto,,Portugal,pt,36.97262155,-25.10264949987561
799,Velas,,Portugal,pt,38.6797531,-28.2052961
800,Angra (Santa Luzia),,Portugal,pt,38.6648376,-27.223109550409497
801,Moita,,Portugal,pt,38.6523995,-8.9935314
802,Amora,,Portugal,pt,38.6297097,-9.1160023
803,Esposende,,Portugal,pt,41.5315251,-8.7792538
804,Horta,,Portugal,pt,38.5368032,-28.630109
805,Vila Real de Santo António,,Portugal,pt,37.1946052,-7.4155628
806,Vila Franca do Campo,,Portugal,pt,37.7171624,-25.4335352
807,Madalena,,Portugal,pt,38.5363166,-28.5243488
808,Coimbra,,Portugal,pt,40.2111931,-8.4294632
809,Lagos,,Portugal,pt,37.15311785,-8.74187057134668
810,,,Cape Verde,cv,16.0000552,-24.0083947
811,Praia,,Cape Verde,cv,14.9162811,-23.5095095
812,Santa Maria,,Cape Verde,cv,16.5986926,-22.9050314
813,Santo André,,Cape Verde,cv,16.83124,-25.0703777
814,Porto Novo,,Cape Verde,cv,17.0174637,-25.2004042229527
815,Inhambane,Inhambane Province,Mozambique,mz,-23.865961,35.384363
816,São Tomé,,São Tomé and Príncipe,st,0.3389242,6.7313031
817,Harlow,England,United Kingdom,gb,51.7676194,0.0974893
818,Basingstoke and Deane,England,United Kingdom,gb,51.2587797,-1.221107318149007
819,,Northern Ireland,United Kingdom,gb,54.5859836,-6.9591554
820,St. Abbs,Scotland,United Kingdom,gb,55.8983976,-2.1307868
821,Llanberis,Wales,United Kingdom,gb,53.1212762,-4.1277481
822,South Hams,England,United Kingdom,gb,50.3720497,-3.8162519907888086
823,Seongnam-si,,South Korea,kr,37.4201556,127.1262092
824,Derby,England,United Kingdom,gb,52.9212617,-1.4761491
825,Altea,Valencian Community,Spain,es,38.6028245,-0.0472059
826,Itagüí,Antioquia,Colombia,co,6.1724352,-75.6093254
827,Porto,Corsica,France,fr,42.2676535,8.6941493
828,Bonifacio,Corsica,France,fr,41.3878259,9.1606179
829,Grosseto-Prugna,Corsica,France,fr,41.881594050000004,8.818055732027885
830,Punaʻauiʻa,French Polynesia,France,fr,-17.5929204,-149.6063669
831,Moorea-Maiao,French Polynesia,France,fr,-17.533306000000003,-149.83860061183017
832,Poindimié,,France,fr,-20.9369364,165.3342587
833,,La Digue Group,Seychelles,sc,-4.48893455,55.23285842351613
834,Trou aux Biches,Pamplemousses,Mauritius,mu,-20.0362961,57.5447033
835,Bandrélé,Mayotte,France,fr,-12.9123008,45.1938968
836,Ambondrona,Diana Region,Madagascar,mg,-13.3740451,48.1927235
837,,Saint Martin (France),France,fr,18.0814066,-63.0467131
838,Marigot,Saint Martin (France),France,fr,18.0668544,-63.0848869
839,Sainte-Anne,Martinique,France,fr,14.4347087,-60.8798131
840,Saint-François,Guadeloupe,France,fr,16.2532002,-61.2750706
841,Gourbeyre,Guadeloupe,France,fr,15.9950443,-61.6919417
842,Pointe-Noire,Guadeloupe,France,fr,16.2328276,-61.7896133
843,Cannes,Provence-Alpes-Côte d'Azur,France,fr,43.5515198,7.0134418
844,Villefranche-sur-Mer,Provence-Alpes-Côte d'Azur,France,fr,43.7042317,7.309969
845,Cassis,Provence-Alpes-Côte d'Azur,France,fr,43.2140359,5.5396318
846,Dinard,Brittany,France,fr,48.6320379,-2.0580178
847,Plougastel-Daoulas,Brittany,France,fr,48.3742317,-4.369679
848,Emmen,Drenthe,Netherlands,nl,52.75286615,6.952513466208563
849,Stirling,South Australia,Australia,au,-35.0047044,138.7163341
850,Serravalle,,San Marino,sm,43.9699026,12.4802946
851,Mazarrón,Region of Murcia,Spain,es,38.6069468,-1.1128562
852,Skopje,Skopje Region,North Macedonia,mk,41.9961816,21.4319213
853,Ruse,,Bulgaria,bg,43.8350657,25.957973495516235
854,Sofia,,Bulgaria,bg,42.6977028,23.3217359
855,Tirana,Central Albania,Albania,al,41.3281482,19.8184435
856,Zemun Urban Municipality,Central Serbia,Serbia,rs,44.8760135,20.210992938238228
857,Portici,Campania,Italy,it,40.8189733,14.3387454
858,Acireale,Sicily,Italy,it,37.6127773,15.1658804
859,Fondi,Lazio,Italy,it,41.3572854,13.430031
860,Terracina,Lazio,Italy,it,41.2871196,13.2492009
861,Casalecchio di Reno,Emilia-Romagna,Italy,it,44.4760177,11.2756857
862,Alessandria,Piedmont,Italy,it,44.83495335,8.745030418605868
863,Savona,Liguria,Italy,it,44.2334238,8.252572737021062
864,Grosseto,Tuscany,Italy,it,42.7751102,11.287804427628437
865,Lecco,Lombardy,Italy,it,45.9005485,9.41202482143963
866,Casarano,Apulia,Italy,it,40.0108197,18.1617652
867,Trieste,Friuli-Venezia Giulia,Italy,it,45.6496485,13.7772781
868,Marcelli,Marche,Italy,it,43.4927741,13.6266962
869,Piombino,Tuscany,Italy,it,42.9231662,10.5268192
870,Conegliano,Veneto,Italy,it,45.8862172,12.2977566
871,Piacenza,Emilia-Romagna,Italy,it,44.8476352,9.666531257696896
872,Trepuzzi,Apulia,Italy,it,40.4054719,18.0706204
873,Cattolica,Emilia-Romagna,Italy,it,43.9639933,12.7441515
874,Aristanis/Oristano,Sardinia,Italy,it,40.02656765,8.679641647435716
875,Bergamo,Lombardy,Italy,it,45.756655699999996,9.754219200862249
876,Novate Milanese,Lombardy,Italy,it,45.5319497,9.1401207
877,Loano,Liguria,Italy,it,44.1287537,8.2593713
878,Pisa,Tuscany,Italy,it,43.7159395,10.4018624
879,Lecce,Apulia,Italy,it,40.152217300000004,18.2260628338229
880,Caldiero,Veneto,Italy,it,45.414388,11.177392
881,Olbia,Sardinia,Italy,it,40.9232659,9.5027442
882,Treviso,Veneto,Italy,it,45.806691349999994,12.206315763116372
883,Calenzano,Tuscany,Italy,it,43.8652493,11.1673685
884,Catania,Sicily,Italy,it,37.5023612,15.0873718
885,Borgomanero,Piedmont,Italy,it,45.6989107,8.4623673
886,Genola,Piedmont,Italy,it,44.588936,7.66453
887,Montecatini Terme,Tuscany,Italy,it,43.883179,10.7709533
888,Civitavecchia,Lazio,Italy,it,42.0937524,11.7922462
889,Modena,Emilia-Romagna,Italy,it,44.5384728,10.935960870530739
890,Viareggio,Tuscany,Italy,it,43.8672392,10.2506055
891,Pozzuoli,Campania,Italy,it,40.822643,14.1219109
892,Sorrento,Campania,Italy,it,40.624906,14.374836
893,Castiglioncello,Tuscany,Italy,it,43.4045253,10.4144021
894,Sassari,Sardinia,Italy,it,40.7232643,8.5610074
895,Nettuno,Lazio,Italy,it,41.4575382,12.661425
896,Angri,Campania,Italy,it,40.7376592,14.5722829
897,Provaglio d'Iseo,Lombardy,Italy,it,45.6359819,10.0443096
898,Pozzallo,Sicily,Italy,it,36.7265294,14.8465811
899,Rimini,Emilia-Romagna,Italy,it,43.9470982,12.630768610516004
900,Meta,Campania,Italy,it,40.640087,14.417599574733451
901,Prato,Tuscany,Italy,it,43.935718050000006,11.09414726770089
902,Padua,Veneto,Italy,it,45.4077172,11.8734455
903,Racale,Apulia,Italy,it,39.963119,18.093826
904,Naples,Campania,Italy,it,40.8358846,14.2487679
905,Milan,Lombardy,Italy,it,45.4641943,9.1896346
906,Martignacco,Friuli-Venezia Giulia,Italy,it,46.097922,13.136825
907,Buccinasco,Lombardy,Italy,it,45.4223013,9.1082675
908,Brindisi,Apulia,Italy,it,40.63591975,17.688443357842537
909,Mesagne,Apulia,Italy,it,40.5597541,17.8085464
910,Maglie,Apulia,Italy,it,40.1184626,18.2988529
911,Gaeta,Lazio,Italy,it,41.218312,13.56281
912,Mondragone,Campania,Italy,it,41.114112,13.893519
913,Monte di Procida,Campania,Italy,it,40.800907,14.051827
914,Quartu Sant'Aleni/Quartu Sant'Elena,Sardinia,Italy,it,39.2399728,9.1880967
915,Varese,Lombardy,Italy,it,45.839720299999996,8.754133838056571
916,Castellanza,Lombardy,Italy,it,45.6123744,8.8970383
917,Castelnuovo del Garda,Veneto,Italy,it,45.4383996,10.7604791
918,Riccione,Emilia-Romagna,Italy,it,43.998274,12.6474368
919,Andria,Apulia,Italy,it,41.2275731,16.2954806
920,Monopoli,Apulia,Italy,it,40.9522369,17.299948
921,Mazara del Vallo,Sicily,Italy,it,37.6537292,12.5886912
922,Collepasso,Apulia,Italy,it,40.07302,18.1630729
923,Pontecagnano Faiano,Campania,Italy,it,40.6409045,14.8818819
924,Aci Castello,Sicily,Italy,it,37.5542111,15.14856
925,Gallipoli,Apulia,Italy,it,40.05672,17.996423
926,Gonnesa,Sardinia,Italy,it,39.2666261,8.4717404
927,Pantelleria,Sicily,Italy,it,36.8314576,11.9450395
928,Crabonaxa/Villasimius,Sardinia,Italy,it,39.14314,9.520854
929,Termini Imerese,Sicily,Italy,it,37.983651,13.695554
930,Carrara,Tuscany,Italy,it,44.0771026,10.096726
931,Battipaglia,Campania,Italy,it,40.6092539,14.9821443
932,Giulianova,Abruzzo,Italy,it,42.7534856,13.9667011
933,Alghero,Sardinia,Italy,it,40.5600205,8.3151473
934,Reggio nell'Emilia,Emilia-Romagna,Italy,it,44.6086674,10.594066675914796
935,Iglesias,Sardinia,Italy,it,39.3125402,8.5341109
936,Orbetello,Tuscany,Italy,it,42.4380944,11.2107429
937,Sciacca,Sicily,Italy,it,37.5064786,13.0823323
938,Messina,Sicily,Italy,it,38.1937571,15.5542082
939,Palinuro,Campania,Italy,it,40.0346017,15.2872624
940,Manduria,Apulia,Italy,it,40.401825,17.633511
941,Villafranca di Verona,Veneto,Italy,it,45.3509277,10.8459956
942,Rosà,Veneto,Italy,it,45.7244163,11.7626859
943,Meran - Merano,Trentino-Alto Adige/Südtirol,Italy,it,46.6695547,11.1594185
944,San Marco Evangelista,Campania,Italy,it,41.0370179,14.3362944
945,Lavagna,Liguria,Italy,it,44.3121536,9.3417059
946,Novara,Piedmont,Italy,it,45.584250049999994,8.545996970894572
947,Torre del Greco,Campania,Italy,it,40.7879211,14.3682813
948,Portopalo di Capo Passero,Sicily,Italy,it,36.6838453,15.1332904
949,Quarto,Campania,Italy,it,40.8771936,14.1401591
950,Castellammare del Golfo,Sicily,Italy,it,38.018846,12.885837
951,Santa Croce Camerina,Sicily,Italy,it,36.827897,14.5255384
952,Gaglianico,Piedmont,Italy,it,45.537862,8.075022
953,Venice,Veneto,Italy,it,45.4371908,12.3345898
954,Sanremo,Liguria,Italy,it,43.8198253,7.7748827
955,,Sardinia,Italy,it,40.0912813,9.0305773
956,Montepaone Lido,Calabria,Italy,it,38.728542,16.5408673
957,Lissone,Lombardy,Italy,it,45.6107705,9.2408409
958,Fontevivo,Emilia-Romagna,Italy,it,44.858765,10.17518
959,Braunsbedra,Saxony-Anhalt,Germany,de,51.2840933,11.8855493
960,Wittenberge,Brandenburg,Germany,de,52.9983723,11.7507204
961,Wiener Neustadt,Lower Austria,Austria,at,47.8131847,16.2441166
962,Gemeinde Katzelsdorf,Lower Austria,Austria,at,47.76804885,16.276906128219643
963,Stockenboi,Carinthia,Austria,at,46.7215055,13.499406
964,Copenhagen,Capital Region of Denmark,Denmark,dk,55.6867243,12.5700724
965,,Capital Region of Denmark,Denmark,dk,55.86178115,12.313735099767246
966,Roskilde,Region Zealand,Denmark,dk,55.6433478,12.0819247
967,Stenstrup,,Denmark,dk,55.1312253,10.5055475
968,Aarhus,Central Denmark Region,Denmark,dk,56.1496278,10.2134046
969,Meissen,Saxony,Germany,de,51.1630871,13.4704939
970,Berlin,,Germany,de,52.5170365,13.3888599
971,Wildau,Brandenburg,Germany,de,52.3214429,13.6348744
972,Rostock,Mecklenburg-Vorpommern,Germany,de,54.0886707,12.1400211
973,Parchim,Mecklenburg-Vorpommern,Germany,de,53.4258455,11.8475244
974,Hamburg,,Germany,de,53.550341,10.000654
975,Kiel,Schleswig-Holstein,Germany,de,54.3227085,10.135555
976,Quickborn,Schleswig-Holstein,Germany,de,54.0111091,9.2114907
977,Oldenburg,Lower Saxony,Germany,de,53.1389753,8.2146017
978,Hagen im Bremischen,Lower Saxony,Germany,de,53.3576972,8.645642
979,Bremen,Free Hanseatic City of Bremen,Germany,de,53.0758196,8.8071646
980,Hanover,Lower Saxony,Germany,de,52.3744779,9.7385532
981,Pattensen,Lower Saxony,Germany,de,52.2636263,9.7606529
982,Uetze,Lower Saxony,Germany,de,52.464404,10.2024259
983,Lemgo,North Rhine-Westphalia,Germany,de,52.0280674,8.9012894
984,Salzkotten,North Rhine-Westphalia,Germany,de,51.6717596,8.6068636
985,Kassel,Hesse,Germany,de,51.3154546,9.4924096
986,Annerod,Hesse,Germany,de,50.577349749999996,8.763864262945301
987,Fulda,Hesse,Germany,de,50.5542328,9.6770448
988,Brunswick,Lower Saxony,Germany,de,52.2646577,10.5236066
989,Dusseldorf,North Rhine-Westphalia,Germany,de,51.2254018,6.7763137
990,Nettetal,North Rhine-Westphalia,Germany,de,51.3155092,6.2714171
991,Wuppertal,North Rhine-Westphalia,Germany,de,51.264018,7.1780374
992,Dortmund,North Rhine-Westphalia,Germany,de,51.5142273,7.4652789
993,Dinslaken,North Rhine-Westphalia,Germany,de,51.5623618,6.7345106
994,Voerde (Niederrhein),North Rhine-Westphalia,Germany,de,51.5975224,6.6811994
995,Duisburg,North Rhine-Westphalia,Germany,de,51.434999,6.759562
996,Moers,North Rhine-Westphalia,Germany,de,51.451283,6.62843
997,Cleves,North Rhine-Westphalia,Germany,de,51.7854839,6.131367415330141
998,Münster,North Rhine-Westphalia,Germany,de,51.9625101,7.6251879
999,Rheine,North Rhine-Westphalia,Germany,de,52.2797707,7.4373615
1000,Osnabrück,Lower Saxony,Germany,de,52.2719595,8.047635
1001,Cologne,North Rhine-Westphalia,Germany,de,50.938361,6.959974
1002,Leverkusen,North Rhine-Westphalia,Germany,de,51.0324743,6.9881194
1003,Bonn,North Rhine-Westphalia,Germany,de,50.735851,7.10066
1004,Rheinbach,North Rhine-Westphalia,Germany,de,50.6256808,6.9491436
1005,Siegburg,North Rhine-Westphalia,Germany,de,50.7928332,7.2070774
1006,Rheinböllen,Rhineland-Palatinate,Germany,de,50.0058484,7.6701663
1007,Olpe,North Rhine-Westphalia,Germany,de,51.0294497,7.8439105
1008,Sundern,North Rhine-Westphalia,Germany,de,51.329832,8.0072645
1009,Frankfurt,Hesse,Germany,de,50.1106444,8.6820917
1010,Sprendlingen,Hesse,Germany,de,50.0247652,8.6936754
1011,Darmstadt,Hesse,Germany,de,49.8851869,8.6736295
1012,Saarbrücken,Saarland,Germany,de,49.234362,6.996379
1013,Perl,Saarland,Germany,de,49.4735915,6.3874514
1014,Speyer,Rhineland-Palatinate,Germany,de,49.3165553,8.433615
1015,Enkenbach-Alsenborn,Rhineland-Palatinate,Germany,de,49.4887511,7.9007374
1016,Mannheim,Baden-Württemberg,Germany,de,49.4892913,8.4673098
1017,Holzgerlingen,Baden-Württemberg,Germany,de,48.6392119,9.0115732
1018,Denkendorf,Baden-Württemberg,Germany,de,48.6956756,9.3170706
1019,Auenstein,Baden-Württemberg,Germany,de,49.0574019,9.2853073
1020,Karlsruhe,Baden-Württemberg,Germany,de,49.0068705,8.4034195
1021,Engen,Baden-Württemberg,Germany,de,47.8532383,8.7704457
1022,Gottmadingen,Baden-Württemberg,Germany,de,47.734011,8.7763444
1023,Stockach,Baden-Württemberg,Germany,de,47.8565551,9.0123849
1024,Freiburg im Breisgau,Baden-Württemberg,Germany,de,47.9960901,7.8494005
1025,Gundelfingen,Baden-Württemberg,Germany,de,48.0441176,7.8686038
1026,Reute,Baden-Württemberg,Germany,de,48.0821723,7.820585
1027,Löffingen,Baden-Württemberg,Germany,de,47.8839004,8.3446627
1028,Munich,Bavaria,Germany,de,48.1371079,11.5753822
1029,Gauting,Bavaria,Germany,de,48.0676689,11.3796987
1030,Geretsried,Bavaria,Germany,de,47.8646925,11.479351
1031,Rosenheim,Bavaria,Germany,de,47.8539273,12.127262
1032,Ingolstadt,Bavaria,Germany,de,48.7630165,11.4250395
1033,Geisenfeld,Bavaria,Germany,de,48.683404,11.6124731
1034,Vaterstetten,Bavaria,Germany,de,48.1058205,11.7710207
1035,Augsburg,Bavaria,Germany,de,48.3668041,10.8986971
1036,Bierkeller-Waldeck,Baden-Württemberg,Germany,de,47.6130156,9.54261
1037,Waldhausen,Baden-Württemberg,Germany,de,48.1253579,9.4361021
1038,Emerkingen,Baden-Württemberg,Germany,de,48.2117809,9.6571276
1039,Fürth,Bavaria,Germany,de,49.4772475,10.9893626
1040,Erlangen,Bavaria,Germany,de,49.5928616,11.0056
1041,Velden,Bavaria,Germany,de,49.6135225,11.5109171
1042,Windischeschenbach,Bavaria,Germany,de,49.8007569,12.1565859
1043,Regensburg,Bavaria,Germany,de,49.0195333,12.0974869
1044,Pumstetten,Bavaria,Germany,de,48.4665348,13.4077499
1045,Bayreuth,Bavaria,Germany,de,49.9427202,11.5763079
1046,Altenkunstadt,Bavaria,Germany,de,50.1284895,11.243397
1047,Höchberg,Bavaria,Germany,de,49.7837494,9.8811173
1048,Arnstein,Bavaria,Germany,de,49.9779268,9.968448
1049,Gemünden am Main,Bavaria,Germany,de,50.0557181,9.6910162
1050,Erfurt,Thuringia,Germany,de,50.9777974,11.0287364
1051,Brno,,Czechia,cz,49.1922443,16.6113382
1052,České Budějovice,Southwest,Czechia,cz,48.9747357,14.474285
1053,Děčín,Northwest,Czechia,cz,50.7732684,14.2106185
1054,Havlíčkův Brod,,Czechia,cz,49.607079,15.5794883
1055,Kolín,Central Bohemia,Czechia,cz,50.0288894,15.2011571
1056,Lutín,Central Moravia,Czechia,cz,49.5587043,17.1372983
1057,Olomouc,Central Moravia,Czechia,cz,49.5940567,17.251143
1058,Ostrava,Moravia-Silesia,Czechia,cz,49.8349139,18.2820084
1059,Pilsen,Southwest,Czechia,cz,49.7477415,13.3775249
1060,Čestlice,Central Bohemia,Czechia,cz,50.0025144,14.5836118
1061,Zlín,Central Moravia,Czechia,cz,49.226766,17.6667415
1062,Lonay,Vaud,Switzerland,ch,46.5265684,6.5206068
1063,Puidoux,Vaud,Switzerland,ch,46.5008111,6.7823914
1064,Villeneuve (VD),Vaud,Switzerland,ch,46.3965712,6.9248129
1065,Neuchâtel,Neuchâtel,Switzerland,ch,46.9895828,6.9292641
1066,Köniz,Bern,Switzerland,ch,46.9222385,7.4130582
1067,Gurmels,Fribourg,Switzerland,ch,46.8928043,7.1757732
1068,Büetigen,Bern,Switzerland,ch,47.1055937,7.3410348
1069,Heimberg,Bern,Switzerland,ch,46.7871081,7.605935
1070,Gunten,Bern,Switzerland,ch,46.7134749,7.701614
1071,Muttenz,Basel-Landschaft,Switzerland,ch,47.525113,7.6477401
1072,Münchenstein,Basel-Landschaft,Switzerland,ch,47.5187909,7.6174515
1073,Aarau,Aargau,Switzerland,ch,47.3927146,8.0444448
1074,Baden,Aargau,Switzerland,ch,47.4736827,8.3086822
1075,Lucerne,Lucerne,Switzerland,ch,47.0505452,8.3054682
1076,Steinhausen,Zug,Switzerland,ch,47.1975084,8.4860144
1077,Küssnacht (SZ),Schwyz,Switzerland,ch,47.08385,8.4386308
1078,Zurich,Zurich,Switzerland,ch,47.3744489,8.5410422
1079,Illnau-Effretikon,Zurich,Switzerland,ch,47.43142195,8.715716576799185
1080,Engwang,Thurgau,Switzerland,ch,47.6001378,9.053006
1081,Glarus Nord,Glarus,Switzerland,ch,47.1066686,9.079663491860467
1082,Arni (AG),Aargau,Switzerland,ch,47.3191633,8.4200738
1083,St. Gallen,St. Gallen,Switzerland,ch,47.425618,9.3762397
1084,Horn,Thurgau,Switzerland,ch,47.4946538,9.4626537
1085,Haag (Rheintal),St. Gallen,Switzerland,ch,47.2121059,9.4916597
1086,Vienna,,Austria,at,48.2083537,16.3725042
1087,Gemeinde Stockerau,Lower Austria,Austria,at,48.3846124,16.2076303
1088,Ebenfurth,Lower Austria,Austria,at,47.8774622,16.372311
1089,St. Pölten,Lower Austria,Austria,at,48.2043985,15.6229118
1090,Eidenberg,,Austria,at,48.41032295,14.22972181544776
1091,Thalheim bei Wels,,Austria,at,48.1522388,14.030993
1092,Willing,,Austria,at,48.4009681,13.8162737
1093,Gmunden,,Austria,at,47.9185855,13.8003048
1094,Weyregg am Attersee,,Austria,at,47.9020955,13.5722764
1095,Siezenheim,Salzburg,Austria,at,47.8105684,12.9854864
1096,Innsbruck,,Austria,at,47.2654296,11.3927685
1097,Gemeinde Neusiedl am See,Burgenland,Austria,at,47.917685000000006,16.8291317779467
1098,Seiersberg-Pirka,Styria,Austria,at,47.0047875,15.394198241769864
1099,Paldau,Styria,Austria,at,46.9408549,15.7920875
1100,Klagenfurt,Carinthia,Austria,at,46.623943,14.3075976
1101,Villach,Carinthia,Austria,at,46.6167284,13.8500268
1102,Feldkirchen in Kärnten,Carinthia,Austria,at,46.7229178,14.0964965
1103,Dresden,Saxony,Germany,de,51.0493286,13.7381437
1104,Rackwitz,Saxony,Germany,de,51.4390092,12.3714685
1105,Halle (Saale),Saxony-Anhalt,Germany,de,51.4825041,11.9705452
1106,Gera,Thuringia,Germany,de,50.8772301,12.0796208
1107,Wilkau-Haßlau,Saxony,Germany,de,50.6750523,12.5115613
1108,Frankfurt (Oder),Brandenburg,Germany,de,52.3412273,14.549452
1109,Greifswald,Mecklenburg-Vorpommern,Germany,de,54.095791,13.3815238
1110,Oering,Schleswig-Holstein,Germany,de,53.8243019,10.1492975
1111,Bergen,Lower Saxony,Germany,de,52.8073915,9.9627795
1112,Wieren,Lower Saxony,Germany,de,52.888757,10.656827
1113,Seelze,Lower Saxony,Germany,de,52.3964639,9.594287
1114,Schlangen,North Rhine-Westphalia,Germany,de,51.8097549,8.8447903
1115,Bielefeld,North Rhine-Westphalia,Germany,de,52.0191005,8.531007
1116,Löschenrod,Hesse,Germany,de,50.4980125,9.6796548
1117,Bernterode,Thuringia,Germany,de,51.3035161,10.1519165
1118,Magdeburg,Saxony-Anhalt,Germany,de,52.1315889,11.6399609
1119,Solingen,North Rhine-Westphalia,Germany,de,51.1721629,7.0845893
1120,Sonsbeck,North Rhine-Westphalia,Germany,de,51.6094069,6.3760442
1121,Lechenich,North Rhine-Westphalia,Germany,de,50.8001004,6.7652504
1122,Overath,North Rhine-Westphalia,Germany,de,50.9320015,7.2839042
1123,Willscheid,Rhineland-Palatinate,Germany,de,50.6229663,7.3331404
1124,Iserlohn,North Rhine-Westphalia,Germany,de,51.3746778,7.6999713
1125,Usingen,Hesse,Germany,de,50.3342403,8.5369972
1126,Eckartshausen,Hesse,Germany,de,50.2540708,9.0261965
1127,Kahl am Main,Bavaria,Germany,de,50.0682273,9.007909
1128,Ramstein-Miesenbach,Rhineland-Palatinate,Germany,de,49.4518819,7.5543118
1129,Heddesheim,Baden-Württemberg,Germany,de,49.5054905,8.6024574
1130,Bürstadt,Hesse,Germany,de,49.6531823,8.4747076
1131,Großbettlingen,Baden-Württemberg,Germany,de,48.5897661,9.3088397
1132,Göppingen,Baden-Württemberg,Germany,de,48.7031377,9.6541116
1133,Herdern,Baden-Württemberg,Germany,de,48.0078074,7.8626855
1134,Teisendorf,Bavaria,Germany,de,47.849038,12.8218357
1135,Bad Wiessee,Bavaria,Germany,de,47.7128111,11.7254859
1136,Maria Thalheim,Bavaria,Germany,de,48.3664256,12.0341834
1137,Zusmarshausen,Bavaria,Germany,de,48.399896,10.5957313
1138,Laugna,Bavaria,Germany,de,48.5301975,10.6959878
1139,Sonthofen,Bavaria,Germany,de,47.5047006,10.3061977
1140,Tiefenbach,Bavaria,Germany,de,49.4374026,12.5834128
1141,Senden,Bavaria,Germany,de,48.3243749,10.0468113
1142,Nuremberg,Bavaria,Germany,de,49.453872,11.077298
1143,Roth,Bavaria,Germany,de,49.1952934,11.056652343301323
1144,Plattling,Bavaria,Germany,de,48.7772562,12.8750665
1145,Hallstadt,Bavaria,Germany,de,49.928801,10.8754637
1146,Delley-Portalban,Fribourg,Switzerland,ch,46.911594449999996,6.960083105018187
1147,Auw,Aargau,Switzerland,ch,47.2116635,8.364871
1148,Richterswil,Zurich,Switzerland,ch,47.2091079,8.7017051
1149,Gemeinde Leopoldsdorf,Lower Austria,Austria,at,48.1086178,16.3968086
1150,Kronstorfberg,,Austria,at,48.1387196,14.4595231
1151,Eberschwang,,Austria,at,48.1556913,13.561891
1152,Hull,England,United Kingdom,gb,53.7435722,-0.3394758
1153,Coseley,England,United Kingdom,gb,52.5440905,-2.0879793
1154,Dieppe,Normandy,France,fr,49.9246182,1.0791444
1155,M'Tsangamouji,Mayotte,France,fr,-12.7601941,45.0876892
1156,Pornichet,Pays de la Loire,France,fr,47.2613293,-2.3364238
1157,Neufahrn bei Freising,Bavaria,Germany,de,48.3127714,11.6639671
1158,Wiesbaden,Hesse,Germany,de,50.0820384,8.2416556
1159,Perugia,Umbria,Italy,it,43.1070321,12.402996209906487
1160,Lima Metropolitan Area,Lima,Peru,pe,-12.0621065,-77.0365256
1161,Saint-Étienne-de-Montluc,Pays de la Loire,France,fr,47.2739351,-1.7810546
1162,Saint-Herblain,Pays de la Loire,France,fr,47.2233007,-1.6346964
1163,Nantes,Pays de la Loire,France,fr,47.2186371,-1.5541362
1164,Romano d'Ezzelino,Veneto,Italy,it,45.7962374,11.7583907
1165,Brescia,Lombardy,Italy,it,45.77958045,10.4258729694612
